   ID    ok   Diff(mA)       chi2        SNR     Diff/R      I1/I0         I0         I1 
    0    no  6364893.7      250.2        0.0       44.3      1.000        1.0        1.0 
    1    no       11.7        0.1      104.0        0.0      1.000        1.0        1.0 
    2    no  6369574.8        nan        0.0        4.6      1.000        1.0        1.0 
    4    no  6287255.4      244.8        0.0      770.9      1.000        1.0        1.0 
    5    no  6289488.2      150.6        0.0      752.2      1.000        1.0        1.0 
    6    no  6291191.5      420.3        0.0      737.9      1.000        1.0        1.0 
    7    no  6292890.9      318.4        0.0      723.5      1.000        1.0        1.0 
    8    no  6293242.4      831.2        0.0      720.5      1.000        1.0        1.0 
    9    no  6296872.2      826.8        0.0      689.5      1.000        1.0        1.0 
   10    no       13.6        0.4       27.9      672.0      1.000        1.0        1.0 
   12    no       14.5        0.1       42.2      650.2      1.000        1.0        1.0 
   19    no       24.4        1.0       23.2      536.1      1.000        1.0        1.0 
   24    no       14.9        0.1      141.1      443.1      1.000        1.0        1.0 
   28    no       10.9        0.1       81.0      366.7      1.000        1.0        1.0 
   29    no       21.6        3.5       77.3      360.6      1.000        1.0        1.0 
   46    no  6364893.7      250.2        0.0       44.3      1.000        1.0        1.0 
   47    no  6285278.0        nan        0.0        nan      1.000        1.0        1.0 
   48    no       50.9        1.6       44.2      781.0      1.000        1.0        1.0 
   49    no  6287255.4      244.8        0.0      770.9      1.000        1.0        1.0 
   50    no  6289488.2      150.6        0.0      752.2      1.000        1.0        1.0 
   51    no  6291191.5      420.3        0.0      737.9      1.000        1.0        1.0 
   52    no  6292890.9      318.4        0.0      723.5      1.000        1.0        1.0 
   53    no  6293242.4      831.2        0.0      720.5      1.000        1.0        1.0 
   54    no  6296872.2      826.8        0.0      689.5      1.000        1.0        1.0 
